 - Love numbers from file:./DATA/REF_6371_loading_love_numbers.txt
 - Green functions for MAX degree:       32768
 - Ice density (kg/m^3):   917.00000000000000     
 - Earth density (kg/m^3):   5505.0609557847711     
 - Load half-amplitude (deg):   2.5370000000000000E-002
 - Ice thickness variation: +1 m/year
 - ======= Grid properties (the grid has costant spacing) =======
 - Min and Max colatitudes (deg):   0.0000000000000000        60.000000000000000     
 - Colatitude increment(deg):   5.0740000000000004E-003
 - Number of grid points:       11825
#
#   Line        colat, deg        vert. vel., mm/yr    hor. vel., mm/yr     geoid vel., mm/yr
#
   9909       0.50273192E+02      -0.86498155E-05       0.16830367E-04      -0.95236814E-05
   9910       0.50278266E+02      -0.86544439E-05       0.16818282E-04      -0.95225249E-05
   9911       0.50283340E+02      -0.86321690E-05       0.16833941E-04      -0.95256961E-05
   9912       0.50288414E+02      -0.86576600E-05       0.16824595E-04      -0.95211837E-05
   9913       0.50293488E+02      -0.86172691E-05       0.16836084E-04      -0.95272691E-05
   9914       0.50298562E+02      -0.86571182E-05       0.16832094E-04      -0.95204472E-05
   9915       0.50303636E+02      -0.86069694E-05       0.16837341E-04      -0.95281023E-05
   9916       0.50308710E+02      -0.86514421E-05       0.16840115E-04      -0.95205366E-05
   9917       0.50313784E+02      -0.86020887E-05       0.16838453E-04      -0.95280638E-05
   9918       0.50318858E+02      -0.86404153E-05       0.16847877E-04      -0.95214868E-05
   9919       0.50323932E+02      -0.86022270E-05       0.16840196E-04      -0.95272178E-05
   9920       0.50329006E+02      -0.86250289E-05       0.16854654E-04      -0.95231380E-05
   9921       0.50334080E+02      -0.86058559E-05       0.16843199E-04      -0.95258102E-05
   9922       0.50339154E+02      -0.86072580E-05       0.16859943E-04      -0.95251726E-05
   9923       0.50344228E+02      -0.86106635E-05       0.16847809E-04      -0.95242127E-05
   9924       0.50349302E+02      -0.85896156E-05       0.16863576E-04      -0.95271862E-05
   9925       0.50354376E+02      -0.86140754E-05       0.16854005E-04      -0.95228391E-05
   9926       0.50359450E+02      -0.85745861E-05       0.16865754E-04      -0.95287788E-05
   9927       0.50364524E+02      -0.86138347E-05       0.16861411E-04      -0.95220525E-05
   9928       0.50369598E+02      -0.85640658E-05       0.16867006E-04      -0.95296452E-05
   9929       0.50374672E+02      -0.86085098E-05       0.16869376E-04      -0.95220827E-05
   9930       0.50379746E+02      -0.85589350E-05       0.16868068E-04      -0.95296438E-05
   9931       0.50384820E+02      -0.85978163E-05       0.16877121E-04      -0.95229755E-05
   9932       0.50389894E+02      -0.85588608E-05       0.16869716E-04      -0.95288277E-05
   9933       0.50394968E+02      -0.85826804E-05       0.16883916E-04      -0.95245816E-05
   9934       0.50400042E+02      -0.85623717E-05       0.16872592E-04      -0.95274335E-05
   9935       0.50405116E+02      -0.85650290E-05       0.16889243E-04      -0.95265908E-05
   9936       0.50410190E+02      -0.85671902E-05       0.16877058E-04      -0.95258274E-05
   9937       0.50415264E+02      -0.85473552E-05       0.16892913E-04      -0.95286019E-05
   9938       0.50420338E+02      -0.85707451E-05       0.16883119E-04      -0.95244227E-05
   9939       0.50425412E+02      -0.85321555E-05       0.16895111E-04      -0.95302130E-05
   9940       0.50430486E+02      -0.85707514E-05       0.16890415E-04      -0.95235867E-05
   9941       0.50435560E+02      -0.85213678E-05       0.16896349E-04      -0.95311122E-05
   9942       0.50440634E+02      -0.85657242E-05       0.16898310E-04      -0.95235581E-05
   9943       0.50445708E+02      -0.85159345E-05       0.16897354E-04      -0.95311478E-05
   9944       0.50450782E+02      -0.85553128E-05       0.16906030E-04      -0.95243933E-05
   9945       0.50455856E+02      -0.85155903E-05       0.16898904E-04      -0.95303622E-05
   9946       0.50460930E+02      -0.85403784E-05       0.16912838E-04      -0.95259533E-05
   9947       0.50466004E+02      -0.85189227E-05       0.16901653E-04      -0.95289825E-05
   9948       0.50471078E+02      -0.85227999E-05       0.16918203E-04      -0.95279359E-05
   9949       0.50476152E+02      -0.85236904E-05       0.16905981E-04      -0.95273690E-05
   9950       0.50481226E+02      -0.85050494E-05       0.16921919E-04      -0.95299432E-05
   9951       0.50486300E+02      -0.85273287E-05       0.16911914E-04      -0.95259343E-05
   9952       0.50491374E+02      -0.84896349E-05       0.16924148E-04      -0.95315718E-05
   9953       0.50496448E+02      -0.85275268E-05       0.16919112E-04      -0.95250499E-05
   9954       0.50501522E+02      -0.84785353E-05       0.16925388E-04      -0.95325031E-05
   9955       0.50506596E+02      -0.85227486E-05       0.16926951E-04      -0.95249628E-05
   9956       0.50511670E+02      -0.84727547E-05       0.16926357E-04      -0.95325757E-05
   9957       0.50516744E+02      -0.85125779E-05       0.16934662E-04      -0.95257400E-05
   9958       0.50521818E+02      -0.84720965E-05       0.16927833E-04      -0.95318212E-05
   9959       0.50526892E+02      -0.84978119E-05       0.16941505E-04      -0.95272532E-05
   9960       0.50531966E+02      -0.84752082E-05       0.16930481E-04      -0.95304569E-05
   9961       0.50537040E+02      -0.84802804E-05       0.16946934E-04      -0.95292080E-05
   9962       0.50542114E+02      -0.84798873E-05       0.16934699E-04      -0.95288374E-05
   9963       0.50547188E+02      -0.84624337E-05       0.16950723E-04      -0.95312104E-05
   9964       0.50552262E+02      -0.84835769E-05       0.16940531E-04      -0.95273739E-05
   9965       0.50557336E+02      -0.84467897E-05       0.16953014E-04      -0.95328554E-05
   9966       0.50562410E+02      -0.84839430E-05       0.16947659E-04      -0.95264420E-05
   9967       0.50567484E+02      -0.84353672E-05       0.16954289E-04      -0.95338182E-05
   9968       0.50572558E+02      -0.84793995E-05       0.16955471E-04      -0.95262968E-05
   9969       0.50577632E+02      -0.84292310E-05       0.16955255E-04      -0.95339278E-05
   9970       0.50582706E+02      -0.84694657E-05       0.16963203E-04      -0.95270159E-05
   9971       0.50587780E+02      -0.84282532E-05       0.16956691E-04      -0.95332048E-05
   9972       0.50592854E+02      -0.84548738E-05       0.16970109E-04      -0.95284815E-05
   9973       0.50597928E+02      -0.84311422E-05       0.16959270E-04      -0.95318572E-05
   9974       0.50603002E+02      -0.84374038E-05       0.16975631E-04      -0.95304075E-05
   9975       0.50608076E+02      -0.84357350E-05       0.16963407E-04      -0.95302329E-05
   9976       0.50613150E+02      -0.84194819E-05       0.16979523E-04      -0.95324037E-05
   9977       0.50618224E+02      -0.84394845E-05       0.16969167E-04      -0.95287419E-05
   9978       0.50623298E+02      -0.84036340E-05       0.16981905E-04      -0.95340641E-05
   9979       0.50628372E+02      -0.84400344E-05       0.16976249E-04      -0.95277635E-05
   9980       0.50633446E+02      -0.83919166E-05       0.16983241E-04      -0.95350579E-05
   9981       0.50638520E+02      -0.84357495E-05       0.16984056E-04      -0.95275607E-05
   9982       0.50643594E+02      -0.83854541E-05       0.16984230E-04      -0.95352045E-05
   9983       0.50648668E+02      -0.84260845E-05       0.16991828E-04      -0.95282215E-05
   9984       0.50653742E+02      -0.83841864E-05       0.16985648E-04      -0.95345137E-05
   9985       0.50658816E+02      -0.84117060E-05       0.16998816E-04      -0.95296389E-05
   9986       0.50663890E+02      -0.83868828E-05       0.16988178E-04      -0.95331836E-05
   9987       0.50668964E+02      -0.83943421E-05       0.17004445E-04      -0.95315350E-05
   9988       0.50674038E+02      -0.83914206E-05       0.16992249E-04      -0.95315560E-05
   9989       0.50679112E+02      -0.83763931E-05       0.17008451E-04      -0.95335239E-05
   9990       0.50684186E+02      -0.83952636E-05       0.16997947E-04      -0.95300388E-05
   9991       0.50689260E+02      -0.83603902E-05       0.17010935E-04      -0.95351987E-05
   9992       0.50694334E+02      -0.83960342E-05       0.17004989E-04      -0.95290149E-05
   9993       0.50699408E+02      -0.83484255E-05       0.17012342E-04      -0.95362228E-05
   9994       0.50704482E+02      -0.83920489E-05       0.17012794E-04      -0.95287550E-05
   9995       0.50709556E+02      -0.83416813E-05       0.17013359E-04      -0.95364063E-05
   9996       0.50714630E+02      -0.83826975E-05       0.17020606E-04      -0.95293576E-05
   9997       0.50719704E+02      -0.83401645E-05       0.17014762E-04      -0.95357483E-05
   9998       0.50724778E+02      -0.83685803E-05       0.17027671E-04      -0.95307261E-05
   9999       0.50729852E+02      -0.83427054E-05       0.17017241E-04      -0.95344369E-05
  10000       0.50734926E+02      -0.83513722E-05       0.17033403E-04      -0.95325913E-05
  10001       0.50740000E+02      -0.83472226E-05       0.17021242E-04      -0.95328072E-05
  10002       0.50745074E+02      -0.83334451E-05       0.17037519E-04      -0.95345718E-05
  10003       0.50750148E+02      -0.83511918E-05       0.17026870E-04      -0.95312653E-05
  10004       0.50755222E+02      -0.83173335E-05       0.17040097E-04      -0.95362599E-05
  10005       0.50760296E+02      -0.83522155E-05       0.17033863E-04      -0.95301969E-05
  10006       0.50765370E+02      -0.83051632E-05       0.17041566E-04      -0.95373137E-05
  10007       0.50770444E+02      -0.83485630E-05       0.17041652E-04      -0.95298805E-05
  10008       0.50775518E+02      -0.82981733E-05       0.17042603E-04      -0.95375342E-05
  10009       0.50780592E+02      -0.83395597E-05       0.17049490E-04      -0.95304247E-05
  10010       0.50785666E+02      -0.82964369E-05       0.17043981E-04      -0.95369094E-05
  10011       0.50790740E+02      -0.83257389E-05       0.17056617E-04      -0.95317438E-05
  10012       0.50795814E+02      -0.82988459E-05       0.17046397E-04      -0.95356178E-05
  10013       0.50800888E+02      -0.83087213E-05       0.17062437E-04      -0.95335772E-05
  10014       0.50805962E+02      -0.83033613E-05       0.17050314E-04      -0.95339873E-05
  10015       0.50811036E+02      -0.82908490E-05       0.17066647E-04      -0.95355480E-05
  10016       0.50816110E+02      -0.83074726E-05       0.17055858E-04      -0.95324219E-05
  10017       0.50821184E+02      -0.82746578E-05       0.17069307E-04      -0.95372484E-05
  10018       0.50826258E+02      -0.83087641E-05       0.17062784E-04      -0.95313101E-05
  10019       0.50831332E+02      -0.82623059E-05       0.17070825E-04      -0.95383313E-05
  10020       0.50836406E+02      -0.83054590E-05       0.17070540E-04      -0.95309378E-05
  10021       0.50841480E+02      -0.82550876E-05       0.17071868E-04      -0.95385885E-05
  10022       0.50846554E+02      -0.82968192E-05       0.17078386E-04      -0.95314237E-05
  10023       0.50851628E+02      -0.82531427E-05       0.17073208E-04      -0.95379976E-05
  10024       0.50856702E+02      -0.82833113E-05       0.17085559E-04      -0.95326927E-05
  10025       0.50861776E+02      -0.82554252E-05       0.17075549E-04      -0.95367266E-05
  10026       0.50866850E+02      -0.82665006E-05       0.17091451E-04      -0.95344931E-05
  10027       0.50871924E+02      -0.82599396E-05       0.17079369E-04      -0.95350967E-05
  10028       0.50876998E+02      -0.82486981E-05       0.17095741E-04      -0.95364531E-05
  10029       0.50882072E+02      -0.82641913E-05       0.17084812E-04      -0.95335091E-05
  10030       0.50887146E+02      -0.82324393E-05       0.17098469E-04      -0.95381648E-05
  10031       0.50892220E+02      -0.82657481E-05       0.17091657E-04      -0.95323550E-05
  10032       0.50897294E+02      -0.82199130E-05       0.17100025E-04      -0.95392761E-05
  10033       0.50902368E+02      -0.82627888E-05       0.17099365E-04      -0.95319273E-05
  10034       0.50907442E+02      -0.82124683E-05       0.17101063E-04      -0.95395699E-05
  10035       0.50912516E+02      -0.82545125E-05       0.17107203E-04      -0.95323548E-05
  10036       0.50917590E+02      -0.82103111E-05       0.17102354E-04      -0.95390131E-05
  10037       0.50922664E+02      -0.82413189E-05       0.17114407E-04      -0.95335733E-05
  10038       0.50927738E+02      -0.82124580E-05       0.17104608E-04      -0.95377638E-05
  10039       0.50932812E+02      -0.82247173E-05       0.17120357E-04      -0.95353397E-05
  10040       0.50937886E+02      -0.82169588E-05       0.17108319E-04      -0.95361357E-05
  10041       0.50942960E+02      -0.82069859E-05       0.17124714E-04      -0.95372877E-05
  10042       0.50948034E+02      -0.82213357E-05       0.17113650E-04      -0.95345271E-05
  10043       0.50953108E+02      -0.81906583E-05       0.17127498E-04      -0.95390095E-05
  10044       0.50958182E+02      -0.82231424E-05       0.17120399E-04      -0.95333317E-05
  10045       0.50963256E+02      -0.81779525E-05       0.17129081E-04      -0.95401484E-05
  10046       0.50968330E+02      -0.82205142E-05       0.17128044E-04      -0.95328493E-05
  10047       0.50973404E+02      -0.81702708E-05       0.17130105E-04      -0.95404786E-05
  10048       0.50978478E+02      -0.82125884E-05       0.17135858E-04      -0.95332185E-05
  10049       0.50983552E+02      -0.81678849E-05       0.17131335E-04      -0.95399563E-05
  10050       0.50988626E+02      -0.81996975E-05       0.17143078E-04      -0.95343857E-05
  10051       0.50993700E+02      -0.81698746E-05       0.17133491E-04      -0.95387295E-05
  10052       0.50998774E+02      -0.81832939E-05       0.17149072E-04      -0.95361172E-05
  10053       0.51003848E+02      -0.81743356E-05       0.17137080E-04      -0.95371043E-05
  10054       0.51008922E+02      -0.81656217E-05       0.17153483E-04      -0.95380519E-05
  10055       0.51013996E+02      -0.81788093E-05       0.17142285E-04      -0.95354762E-05
  10056       0.51019070E+02      -0.81492107E-05       0.17156310E-04      -0.95397827E-05
  10057       0.51024144E+02      -0.81808361E-05       0.17148924E-04      -0.95342405E-05
  10058       0.51029218E+02      -0.81363059E-05       0.17157908E-04      -0.95409483E-05
  10059       0.51034292E+02      -0.81785098E-05       0.17156491E-04      -0.95337038E-05
  10060       0.51039366E+02      -0.81283623E-05       0.17158907E-04      -0.95413146E-05
  10061       0.51044440E+02      -0.81709065E-05       0.17164267E-04      -0.95340147E-05
  10062       0.51049514E+02      -0.81257166E-05       0.17160068E-04      -0.95408272E-05
  10063       0.51054588E+02      -0.81582917E-05       0.17171488E-04      -0.95351301E-05
  10064       0.51059662E+02      -0.81275122E-05       0.17162116E-04      -0.95396237E-05
  10065       0.51064736E+02      -0.81420598E-05       0.17177513E-04      -0.95368256E-05
  10066       0.51069810E+02      -0.81318925E-05       0.17165573E-04      -0.95380026E-05
  10067       0.51074884E+02      -0.81244196E-05       0.17181967E-04      -0.95387458E-05
  10068       0.51079958E+02      -0.81364192E-05       0.17170642E-04      -0.95363561E-05
  10069       0.51085032E+02      -0.81078954E-05       0.17184830E-04      -0.95404844E-05
  10070       0.51090106E+02      -0.81386218E-05       0.17177161E-04      -0.95350812E-05
  10071       0.51095180E+02      -0.80947582E-05       0.17186438E-04      -0.95416760E-05
  10072       0.51100254E+02      -0.81365542E-05       0.17184639E-04      -0.95344909E-05
