    n                 h                 l                 k
      23606  0.1294649766D-03  0.1423909187D-12  0.3876354793D-08
      23607  0.1294595064D-03  0.1418997592D-12  0.3876026611D-08
      23608  0.1294540159D-03  0.1425001320D-12  0.3875698207D-08
      23609  0.1294485390D-03  0.1421302812D-12  0.3875370247D-08
      23610  0.1294430552D-03  0.1427305933D-12  0.3875041843D-08
      23611  0.1294375647D-03  0.1422395027D-12  0.3874713661D-08
      23612  0.1294321082D-03  0.1418697098D-12  0.3874385923D-08
      23613  0.1294266109D-03  0.1419849526D-12  0.3874057741D-08
      23614  0.1294211475D-03  0.1419789398D-12  0.3873730003D-08
      23615  0.1294156298D-03  0.1422154086D-12  0.3873401822D-08
      23616  0.1294101529D-03  0.1419669152D-12  0.3873073862D-08
      23617  0.1294047031D-03  0.1418396734D-12  0.3872746568D-08
      23618  0.1293992262D-03  0.1414699915D-12  0.3872418608D-08
      23619  0.1293937367D-03  0.1419919930D-12  0.3872091092D-08
      23620  0.1293882723D-03  0.1418216576D-12  0.3871763354D-08
      23621  0.1293827673D-03  0.1424693700D-12  0.3871435394D-08
      23622  0.1293772913D-03  0.1420520591D-12  0.3871107657D-08
      23623  0.1293718400D-03  0.1414098993D-12  0.3870780363D-08
      23624  0.1293663442D-03  0.1421612273D-12  0.3870452403D-08
      23625  0.1293608673D-03  0.1417916413D-12  0.3870124887D-08
      23626  0.1293553904D-03  0.1415432709D-12  0.3869797593D-08
      23627  0.1293499406D-03  0.1412949215D-12  0.3869470300D-08
      23628  0.1293444501D-03  0.1422583339D-12  0.3869143006D-08
      23629  0.1293389867D-03  0.1418888063D-12  0.3868815490D-08
      23630  0.1293335165D-03  0.1418828015D-12  0.3868488863D-08
      23631  0.1293280464D-03  0.1417556387D-12  0.3868161347D-08
      23632  0.1293225695D-03  0.1418707935D-12  0.3867834053D-08
      23633  0.1293170857D-03  0.1419859385D-12  0.3867506759D-08
      23634  0.1293115952D-03  0.1419799306D-12  0.3867179466D-08
      23635  0.1293061522D-03  0.1418527851D-12  0.3866852394D-08
      23636  0.1293006753D-03  0.1419679162D-12  0.3866525544D-08
      23637  0.1292952119D-03  0.1418407820D-12  0.3866198472D-08
      23638  0.1292897350D-03  0.1423192724D-12  0.3865871623D-08
      23639  0.1292842852D-03  0.1414654280D-12  0.3865544773D-08
      23640  0.1292787947D-03  0.1417016686D-12  0.3865217924D-08
      23641  0.1292733313D-03  0.1415745671D-12  0.3864890852D-08
      23642  0.1292678612D-03  0.1419318855D-12  0.3864564002D-08
      23643  0.1292623972D-03  0.1415533756D-12  0.3864237375D-08
      23644  0.1292569413D-03  0.1413144191D-12  0.3863910747D-08
      23645  0.1292514779D-03  0.1411873554D-12  0.3863584119D-08
      23646  0.1292459974D-03  0.1418193831D-12  0.3863257270D-08
      23647  0.1292405376D-03  0.1415386438D-12  0.3862931086D-08
      23648  0.1292350742D-03  0.1414115869D-12  0.3862604459D-08
      23649  0.1292296109D-03  0.1415266734D-12  0.3862277831D-08
      23650  0.1292241475D-03  0.1416417503D-12  0.3861951203D-08
      23651  0.1292186977D-03  0.1413936488D-12  0.3861625020D-08
      23652  0.1292132208D-03  0.1413876706D-12  0.3861298614D-08
      23653  0.1292077642D-03  0.1412606469D-12  0.3860972209D-08
      23654  0.1292022873D-03  0.1414967564D-12  0.3860645803D-08
      23655  0.1291968511D-03  0.1413697388D-12  0.3860320064D-08
      23656  0.1291913809D-03  0.1413637625D-12  0.3859993436D-08
      23657  0.1291859176D-03  0.1414788122D-12  0.3859667252D-08
      23658  0.1291804406D-03  0.1409887502D-12  0.3859341069D-08
      23659  0.1291749840D-03  0.1411038061D-12  0.3859014885D-08
      23660  0.1291695275D-03  0.1412188524D-12  0.3858689146D-08
      23661  0.1291640641D-03  0.1412128834D-12  0.3858362518D-08
      23662  0.1291586211D-03  0.1414489152D-12  0.3858037223D-08
      23663  0.1291531713D-03  0.1414429376D-12  0.3857711040D-08
      23664  0.1291476876D-03  0.1416789396D-12  0.3857384856D-08
      23665  0.1291422514D-03  0.1411890142D-12  0.3857059561D-08
      23666  0.1291367880D-03  0.1410620684D-12  0.3856733377D-08
      23667  0.1291313315D-03  0.1410561080D-12  0.3856407860D-08
      23668  0.1291258952D-03  0.1415340250D-12  0.3856082342D-08
      23669  0.1291204251D-03  0.1410441885D-12  0.3855756381D-08
      23670  0.1291149821D-03  0.1412801476D-12  0.3855431085D-08
      23671  0.1291095187D-03  0.1411532249D-12  0.3855105124D-08
      23672  0.1291040689D-03  0.1407844152D-12  0.3854779607D-08
      23673  0.1290986056D-03  0.1412622428D-12  0.3854453867D-08
      23674  0.1290931762D-03  0.1411353374D-12  0.3854129238D-08
      23675  0.1290877196D-03  0.1410084421D-12  0.3853803499D-08
      23676  0.1290822562D-03  0.1412443430D-12  0.3853477981D-08
      23677  0.1290768064D-03  0.1408756075D-12  0.3853152686D-08
      23678  0.1290713499D-03  0.1408696576D-12  0.3852827390D-08
      23679  0.1290659136D-03  0.1411055344D-12  0.3852501873D-08
      23680  0.1290604774D-03  0.1403741277D-12  0.3852177022D-08
      23681  0.1290550208D-03  0.1406100053D-12  0.3851851726D-08
      23682  0.1290495575D-03  0.1408458632D-12  0.3851526431D-08
      23683  0.1290441077D-03  0.1409608084D-12  0.3851201136D-08
      23684  0.1290386647D-03  0.1413175191D-12  0.3850876062D-08
      23685  0.1290332149D-03  0.1408280226D-12  0.3850550989D-08
      23686  0.1290277651D-03  0.1408220769D-12  0.3850226138D-08
      23687  0.1290223153D-03  0.1412996204D-12  0.3849900843D-08
      23688  0.1290168859D-03  0.1405684525D-12  0.3849576657D-08
      23689  0.1290114429D-03  0.1403207942D-12  0.3849251584D-08
      23690  0.1290059863D-03  0.1406774416D-12  0.3848926733D-08
      23691  0.1290005508D-03  0.1401508260D-12  0.3848601882D-08
      23692  0.1289950927D-03  0.1412433995D-12  0.3848276808D-08
      23693  0.1289896438D-03  0.1406596284D-12  0.3847952179D-08
      23694  0.1289841940D-03  0.1407745282D-12  0.3847627772D-08
      23695  0.1289787645D-03  0.1405269238D-12  0.3847303143D-08
      23696  0.1289733148D-03  0.1405209933D-12  0.3846978291D-08
      23697  0.1289678853D-03  0.1406358845D-12  0.3846654106D-08
      23698  0.1289624355D-03  0.1405091336D-12  0.3846329255D-08
      23699  0.1289569923D-03  0.1399087535D-12  0.3846004848D-08
      23700  0.1289515462D-03  0.1401015035D-12  0.3845679997D-08
      23701  0.1289461201D-03  0.1406121487D-12  0.3845356256D-08
      23702  0.1289406771D-03  0.1404854203D-12  0.3845031626D-08
      23703  0.1289352205D-03  0.1407210743D-12  0.3844707219D-08
      23704  0.1289298115D-03  0.1405943519D-12  0.3844383478D-08
      23705  0.1289243549D-03  0.1405884208D-12  0.3844059071D-08
      23706  0.1289189322D-03  0.1407032653D-12  0.3843735108D-08
      23707  0.1289134882D-03  0.1397085004D-12  0.3843410701D-08
      23708  0.1289080395D-03  0.1408121604D-12  0.3843086516D-08
      23709  0.1289026033D-03  0.1405690911D-12  0.3842762775D-08
      23710  0.1288971670D-03  0.1406795271D-12  0.3842438367D-08
      23711  0.1288917444D-03  0.1399490945D-12  0.3842114626D-08
      23712  0.1288862878D-03  0.1403054266D-12  0.3841790441D-08
      23713  0.1288808787D-03  0.1404202493D-12  0.3841466700D-08
      23714  0.1288754357D-03  0.1401728585D-12  0.3841142959D-08
      23715  0.1288699995D-03  0.1402876771D-12  0.3840819218D-08
      23716  0.1288645565D-03  0.1404024859D-12  0.3840495255D-08
      23717  0.1288591543D-03  0.1402758464D-12  0.3840171736D-08
      23718  0.1288537113D-03  0.1405113604D-12  0.3839847551D-08
      23719  0.1288482750D-03  0.1401433088D-12  0.3839524254D-08
      23720  0.1288428320D-03  0.1400166963D-12  0.3839200513D-08
      23721  0.1288373958D-03  0.1401314922D-12  0.3838876550D-08
      23722  0.1288319732D-03  0.1406083605D-12  0.3838553031D-08
      23723  0.1288265573D-03  0.1397576116D-12  0.3838230178D-08
      23724  0.1288211008D-03  0.1402344551D-12  0.3837906215D-08
      23725  0.1288156849D-03  0.1404699014D-12  0.3837582696D-08
      23726  0.1288102487D-03  0.1401019601D-12  0.3837259399D-08
      23727  0.1288048464D-03  0.1397340497D-12  0.3836936102D-08
      23728  0.1287994034D-03  0.1406934674D-12  0.3836612805D-08
      23729  0.1287939808D-03  0.1398429300D-12  0.3836289730D-08
      23730  0.1287885513D-03  0.1400783430D-12  0.3835966211D-08
      23731  0.1287831355D-03  0.1393485517D-12  0.3835643358D-08
      23732  0.1287776993D-03  0.1400665377D-12  0.3835319839D-08
      23733  0.1287722495D-03  0.1398193597D-12  0.3834996321D-08
      23734  0.1287668466D-03  0.1399451241D-12  0.3834673912D-08
      23735  0.1287614164D-03  0.1409061594D-12  0.3834351059D-08
      23736  0.1287559816D-03  0.1400429327D-12  0.3834027762D-08
      23737  0.1287505736D-03  0.1399115421D-12  0.3833704909D-08
      23738  0.1287451566D-03  0.1403929707D-12  0.3833381834D-08
      23739  0.1287397272D-03  0.1400252342D-12  0.3833058981D-08
      23740  0.1287343114D-03  0.1397781310D-12  0.3832736351D-08
      23741  0.1287288819D-03  0.1400134376D-12  0.3832413276D-08
      23742  0.1287234525D-03  0.1397663558D-12  0.3832090201D-08
      23743  0.1287180299D-03  0.1400016433D-12  0.3831767570D-08
      23744  0.1287126140D-03  0.1401163287D-12  0.3831444717D-08
      23745  0.1287071982D-03  0.1402310047D-12  0.3831122308D-08
      23746  0.1287017783D-03  0.1395046370D-12  0.3830799677D-08
      23747  0.1286963664D-03  0.1396163597D-12  0.3830477047D-08
      23748  0.1286909574D-03  0.1393693568D-12  0.3830154638D-08
      23749  0.1286855347D-03  0.1393634883D-12  0.3829832229D-08
      23750  0.1286801189D-03  0.1393576200D-12  0.3829509598D-08
      23751  0.1286746759D-03  0.1398339386D-12  0.3829186968D-08
      23752  0.1286692736D-03  0.1394664267D-12  0.3828865003D-08
      23753  0.1286638577D-03  0.1395810913D-12  0.3828542594D-08
      23754  0.1286584479D-03  0.1395002424D-12  0.3828219963D-08
      23755  0.1286530125D-03  0.1395693391D-12  0.3827897777D-08
      23756  0.1286475966D-03  0.1395634638D-12  0.3827575368D-08
      23757  0.1286422215D-03  0.1393165569D-12  0.3827253625D-08
      23758  0.1286367853D-03  0.1396722255D-12  0.3826931216D-08
      23759  0.1286313626D-03  0.1399073584D-12  0.3826609030D-08
      23760  0.1286259468D-03  0.1395399674D-12  0.3826286843D-08
      23761  0.1286205513D-03  0.1392931031D-12  0.3825964878D-08
      23762  0.1286151218D-03  0.1394077314D-12  0.3825642692D-08
      23763  0.1286097196D-03  0.1394018646D-12  0.3825320727D-08
      23764  0.1286043037D-03  0.1397574399D-12  0.3824998762D-08
      23765  0.1285989056D-03  0.1392776258D-12  0.3824677242D-08
      23766  0.1285934856D-03  0.1391433262D-12  0.3824355277D-08
      23767  0.1285880765D-03  0.1393784022D-12  0.3824032868D-08
      23768  0.1285826742D-03  0.1392520775D-12  0.3823711348D-08
      23769  0.1285772516D-03  0.1396075845D-12  0.3823389827D-08
      23770  0.1285718357D-03  0.1393608106D-12  0.3823067640D-08
      23771  0.1285664606D-03  0.1391140577D-12  0.3822746564D-08
      23772  0.1285610515D-03  0.1389877654D-12  0.3822424821D-08
      23773  0.1285556425D-03  0.1392227886D-12  0.3822103078D-08
      23774  0.1285502266D-03  0.1390965023D-12  0.3821781114D-08
      23775  0.1285448175D-03  0.1392110764D-12  0.3821459371D-08
      23776  0.1285394153D-03  0.1392052212D-12  0.3821138295D-08
      23777  0.1285340062D-03  0.1391993663D-12  0.3820816774D-08
      23778  0.1285286039D-03  0.1387118735D-12  0.3820495031D-08
      23779  0.1285231813D-03  0.1396692762D-12  0.3820173511D-08
      23780  0.1285177858D-03  0.1389410058D-12  0.3819852434D-08
      23781  0.1285123903D-03  0.1390555576D-12  0.3819531358D-08
      23782  0.1285069948D-03  0.1390497100D-12  0.3819209837D-08
      23783  0.1285015789D-03  0.1388030945D-12  0.3818888539D-08
      23784  0.1284961835D-03  0.1395195339D-12  0.3818567240D-08
      23785  0.1284907812D-03  0.1390321710D-12  0.3818246164D-08
      23786  0.1284853789D-03  0.1386652181D-12  0.3817924865D-08
      23787  0.1284799718D-03  0.1390296679D-12  0.3817603567D-08
      23788  0.1284745675D-03  0.1391349955D-12  0.3817282490D-08
      23789  0.1284691653D-03  0.1396105622D-12  0.3816961414D-08
      23790  0.1284637698D-03  0.1391232979D-12  0.3816640337D-08
      23791  0.1284583743D-03  0.1389971062D-12  0.3816319483D-08
      23792  0.1284529652D-03  0.1388709249D-12  0.3815998406D-08
      23793  0.1284475629D-03  0.1391057555D-12  0.3815677330D-08
      23794  0.1284421829D-03  0.1383520039D-12  0.3815356697D-08
      23795  0.1284367787D-03  0.1387330923D-12  0.3815035621D-08
      23796  0.1284313832D-03  0.1389678989D-12  0.3814714766D-08
      23797  0.1284259742D-03  0.1388417456D-12  0.3814393690D-08
      23798  0.1284205922D-03  0.1387156026D-12  0.3814073279D-08
      23799  0.1284151816D-03  0.1388903878D-12  0.3813752647D-08
      23800  0.1284098018D-03  0.1389257050D-12  0.3813431793D-08
      23801  0.1284043990D-03  0.1390589972D-12  0.3813110938D-08
      23802  0.1283990152D-03  0.1390259309D-12  0.3812790528D-08
      23803  0.1283935944D-03  0.1391675959D-12  0.3812469451D-08
      23804  0.1283882193D-03  0.1385603588D-12  0.3812149041D-08
      23805  0.1283828374D-03  0.1384342647D-12  0.3811829075D-08
      23806  0.1283774419D-03  0.1387892535D-12  0.3811508442D-08
      23807  0.1283720396D-03  0.1389036865D-12  0.3811187588D-08
      23808  0.1283666645D-03  0.1390181096D-12  0.3810867399D-08
      23809  0.1283612622D-03  0.1382907534D-12  0.3810546545D-08
      23810  0.1283558803D-03  0.1384051929D-12  0.3810226579D-08
      23811  0.1283504780D-03  0.1386398655D-12  0.3809905946D-08
      23812  0.1283450961D-03  0.1386340431D-12  0.3809585980D-08
      23813  0.1283397074D-03  0.1389889188D-12  0.3809265348D-08
      23814  0.1283343254D-03  0.1382617166D-12  0.3808945381D-08
      23815  0.1283289435D-03  0.1384963557D-12  0.3808624971D-08
      23816  0.1283235344D-03  0.1387309752D-12  0.3808304783D-08
      23817  0.1283181593D-03  0.1383645128D-12  0.3807984594D-08
      23818  0.1283127706D-03  0.1388395329D-12  0.3807664406D-08
      23819  0.1283073751D-03  0.1388337037D-12  0.3807344218D-08
      23820  0.1283019932D-03  0.1385874805D-12  0.3807024251D-08
      23821  0.1282966012D-03  0.1382252765D-12  0.3806704063D-08
      23822  0.1282912361D-03  0.1385758447D-12  0.3806384319D-08
      23823  0.1282858339D-03  0.1382094809D-12  0.3806063908D-08
      23824  0.1282804452D-03  0.1385642109D-12  0.3805743720D-08
      23825  0.1282750768D-03  0.1383180506D-12  0.3805424198D-08
      23826  0.1282697015D-03  0.1382291816D-12  0.3805104232D-08
      23827  0.1282642994D-03  0.1387870877D-12  0.3804784043D-08
      23828  0.1282589175D-03  0.1387812628D-12  0.3804464299D-08
      23829  0.1282535497D-03  0.1378345430D-12  0.3804144777D-08
      23830  0.1282481604D-03  0.1381688805D-12  0.3803825033D-08
      23831  0.1282427785D-03  0.1382832242D-12  0.3803504844D-08
      23832  0.1282374034D-03  0.1379170112D-12  0.3803185100D-08
      23833  0.1282320282D-03  0.1383917512D-12  0.3802865578D-08
      23834  0.1282266395D-03  0.1385060709D-12  0.3802546056D-08
      23835  0.1282212440D-03  0.1380197729D-12  0.3802225867D-08
      23836  0.1282158893D-03  0.1381340993D-12  0.3801907233D-08
      23837  0.1282105209D-03  0.1378880813D-12  0.3801588599D-08
      23838  0.1282051322D-03  0.1380024036D-12  0.3801269965D-08
      23839  0.1281997498D-03  0.1381243355D-12  0.3800950887D-08
      23840  0.1281943684D-03  0.1379908264D-12  0.3800632253D-08
      23841  0.1281890056D-03  0.1376138271D-12  0.3800313397D-08
      23842  0.1281836054D-03  0.1379221505D-12  0.3799994319D-08
      23843  0.1281782430D-03  0.1378533827D-12  0.3799676129D-08
      23844  0.1281728746D-03  0.1378476013D-12  0.3799357717D-08
      23845  0.1281674859D-03  0.1379618918D-12  0.3799038861D-08
      23846  0.1281621176D-03  0.1375959076D-12  0.3798720449D-08
      23847  0.1281567492D-03  0.1383105050D-12  0.3798402259D-08
      23848  0.1281513701D-03  0.1376037603D-12  0.3798083847D-08
      23849  0.1281460193D-03  0.1376986499D-12  0.3797765435D-08
      23850  0.1281406374D-03  0.1376928762D-12  0.3797447246D-08
      23851  0.1281352487D-03  0.1376871029D-12  0.3797128834D-08
      23852  0.1281298871D-03  0.1380414384D-12  0.3796810866D-08
      23853  0.1281245324D-03  0.1377955891D-12  0.3796492898D-08
      23854  0.1281191436D-03  0.1381498903D-12  0.3796174486D-08
      23855  0.1281137821D-03  0.1382641194D-12  0.3795856296D-08
      23856  0.1281084141D-03  0.1382681203D-12  0.3795538328D-08
      23857  0.1281030449D-03  0.1376532025D-12  0.3795220138D-08
      23858  0.1280976468D-03  0.1383061223D-12  0.3794902170D-08
      23859  0.1280922883D-03  0.1376409343D-12  0.3794583758D-08
      23860  0.1280869268D-03  0.1378751570D-12  0.3794266235D-08
      23861  0.1280815539D-03  0.1375736377D-12  0.3793948045D-08
      23862  0.1280762240D-03  0.1373836576D-12  0.3793631187D-08
      23863  0.1280708285D-03  0.1376178617D-12  0.3793312775D-08
      23864  0.1280654771D-03  0.1375198947D-12  0.3792995473D-08
      23865  0.1280601122D-03  0.1377262989D-12  0.3792677727D-08
      23866  0.1280547371D-03  0.1377205278D-12  0.3792359760D-08
      23867  0.1280493551D-03  0.1379546783D-12  0.3792041792D-08
      23868  0.1280439868D-03  0.1379488984D-12  0.3791724268D-08
      23869  0.1280386388D-03  0.1377032179D-12  0.3791407188D-08
      23870  0.1280332705D-03  0.1374575577D-12  0.3791089664D-08
      23871  0.1280279157D-03  0.1372119181D-12  0.3790772363D-08
      23872  0.1280225677D-03  0.1370862346D-12  0.3790455061D-08
      23873  0.1280171926D-03  0.1374402834D-12  0.3790137537D-08
      23874  0.1280118378D-03  0.1374345263D-12  0.3789820235D-08
      23875  0.1280064559D-03  0.1371889288D-12  0.3789502490D-08
      23876  0.1280011011D-03  0.1370632674D-12  0.3789185410D-08
